table with row headers in column A,,,,,,,,,,,,,,,,,,,,,,
"Part III.  Population of Counties, Earliest Census to 1990",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
POPULATION OF COUNTIES -- ALABAMA: 1800-1990,,,,,,,,,,,,,,,,,,,,,,
County,1990,1980,1970,1960,1950,1940,1930,1920,1910,1900,1890,1880,1870,1860,1850,1840,1830,1820,1810,1800,Notes,
Perry ,"30,283","33,763","25,714","34,961","46,566","47,828","42,186","26,042","11,255","8,276","6,331","5,607","4,274","3,950","3,092","3,089","3,330",---,---,---,---,"*Clay, Floyd"
Pike ,"72,583","81,123","61,059","68,264","81,154","71,122","63,267","49,477","31,679","22,686","17,378","13,001","9,562","7,384","5,365","3,567","2,677",---,---,---,---,*Floyd
Powell ,"11,686","11,101","7,704","6,674","6,812","7,671","5,800","6,745","6,268","6,443","4,698","3,639","2,599","2,257",---,---,---,---,---,---,---,See note 53
Pulaski ,"49,489","45,803","35,234","34,403","38,452","39,863","35,640","34,010","35,986","31,293","25,731","21,318","17,670","17,201","14,195","9,620","9,500","7,597","6,897","3,161",---,*Lincoln
Robertson ,"2,124","2,265","2,163","2,443","2,881","3,419","3,344","3,871","4,121","4,900","4,684","5,814","5,399",---,---,---,---,---,---,---,---,See note 54
Rockcastle ,"14,803","13,973","12,305","12,334","13,925","17,165","15,149","15,406","14,473","12,416","9,841","9,670","7,145","5,343","4,697","3,409","2,865","2,249","1,731",---,---,See note 55
Rowan ,"20,353","19,049","17,010","12,808","12,708","12,734","10,893","9,467","9,438","8,277","6,129","4,420","2,991","2,282",---,---,---,---,---,---,---,See note 56
Russell ,"14,716","13,708","10,542","11,076","13,717","13,615","11,930","11,854","10,861","9,695","8,136","7,591","5,809","6,024","5,349","4,238","3,879",---,---,---,---,See note 57
Scott ,"23,867","21,813","17,948","15,376","15,141","14,314","14,400","15,318","16,956","18,076","16,546","14,965","11,607","14,417","14,946","13,668","14,677","14,219","12,419","8,007",---,*Woodford
Shelby ,"24,824","23,328","18,999","18,493","17,912","17,759","17,679","18,532","18,041","18,340","16,521","16,813","15,733","16,433","17,095","17,768","19,030","21,047","14,877","8,191",---,*Jefferson
Simpson ,"15,145","14,673","13,054","11,548","11,678","11,752","11,336","11,150","11,460","11,624","10,878","10,641","9,573","8,146","7,733","6,537","5,815","4,852",---,---,---,See note 58
Spencer ,"6,801","5,929","5,488","5,680","6,157","6,757","6,606","7,785","7,567","7,406","6,760","7,040","5,956","6,188","6,842","6,581","6,812",---,---,---,---,See note 59
Taylor ,"21,146","21,178","17,138","16,285","14,403","13,556","12,047","12,236","11,961","11,075","9,353","9,259","8,226","7,481","7,250",---,---,---,---,---,---,*Green
Todd ,"10,940","11,874","10,823","11,364","12,890","14,234","13,520","15,694","16,488","17,371","16,814","15,994","12,612","11,575","12,268","9,991","8,680","5,089",---,---,---,See note 60
Trigg ,"10,361","9,384","8,620","8,870","9,683","12,784","12,531","14,208","14,539","14,073","13,902","14,489","13,686","11,051","10,129","7,716","5,916","3,874",---,---,---,See note 61
Trimble ,"6,090","6,253","5,349","5,102","5,148","5,601","5,348","6,011","6,512","7,272","7,140","7,171","5,577","5,880","5,963","4,480",---,---,---,---,---,See note 62
Union ,"16,557","17,821","15,882","14,537","14,893","17,411","17,053","18,040","19,886","21,326","18,229","17,809","13,640","12,791","9,012","6,673","4,764","3,470",---,---,---,*Henderson
Warren ,"76,673","71,828","57,432","45,491","42,758","36,631","33,676","30,858","30,579","29,970","30,158","27,531","21,742","17,320","15,123","15,446","10,949","11,776","11,937","4,686",---,*Lincoln
Washington ,"10,441","10,764","10,728","11,168","12,777","12,965","12,623","14,773","13,940","14,182","13,622","14,419","12,464","11,575","12,194","10,596","19,017","15,947","13,248","9,050",---,*Nelson
Wayne ,"17,468","17,022","14,268","14,700","16,475","17,204","15,848","16,208","17,518","14,892","12,852","12,512","10,602","10,259","8,692","7,399","8,685","7,951","5,430",---,---,See note 63
Webster ,"13,955","14,832","13,282","14,244","15,555","19,198","20,534","20,762","20,974","20,097","17,196","14,246","10,937","7,533",---,---,---,---,---,---,---,See note 64
Whitley ,"33,326","33,396","24,145","25,815","31,940","33,186","29,730","27,749","31,982","25,015","17,590","12,000","8,278","7,762","7,447","4,673","3,806","2,340",---,---,---,*Knox
Wolfe ,"6,503","6,698","5,669","6,534","7,615","9,997","8,425","8,783","9,864","8,764","7,180","5,638","3,603",---,---,---,---,---,---,---,---,See note 65
Woodford ,"19,955","17,778","14,434","11,913","11,212","11,847","10,981","11,784","12,571","13,134","12,380","11,800","8,240","11,219","12,423","11,740","12,273","12,207","9,659","6,624","9,210",
,,,,,,,,,,,,,,,,,,,,,,
KENTUCKY NOTES  ,,,,,,,,,,,,,,,,,,,,,,
"Kentucky was part of Virginia prior to its admission as a State on June 1, 1792.  It had essentially its present boundaries, except that because of erroneous surveys portions of the Kentucky-Tennessee boundary were in dispute for many years until finally resurveyed in 1859.  ",,,,,,,,,,,,,,,,,,,,,,
"Kentucky was reported separately from Virginia in 1790; the county boundaries at that time corresponded to the present-day State lines between Kentucky and Virginia-West Virginia.  Census coverage in 1790 included much of the State's territory, but the area west of the Tennessee River (the Jackson Purchase) was first enumerated in 1820.  ",,,,,,,,,,,,,,,,,,,,,,
County Notes:  ,,,,,,,,,,,,,,,,,,,,,,
Note 1: Total for 1790 is for the counties of Virginia that comprised the present State of Kentucky.  ,,,,,,,,,,,,,,,,,,,,,,
Note 2: Adair: *Green; Cumberland.  ,,,,,,,,,,,,,,,,,,,,,,
"Note 3: Allen: *Warren, Barren.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 4: Anderson: *Franklin, Washington.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 5: Ballard: *McCracken, Hickman.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 6: Bath: *Montgomery, Floyd.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 7: Bell: *Harlan, Knott; 1870: Josh Bell.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 8: Boyd: *Greenup, Carter, Lawrence.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 9: Boyle: *Mercer, Livingston.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 10: Breathitt: *Perry, Clay, Estill, Morgan.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 11: Bullitt: *Nelson, Jefferson.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 12: Caldwell: *Livingston, Christian.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 13: Calloway: *Caldwell, Livingston.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 14: Campbell: *Mason, Woodford.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 15: Carter: *Greenup, Lawrence, Morgan.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 16: Clark: *Bourbon, Fayette.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 17: Clay: *Madison, Floyd; Knox.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 18: Clinton: *Cumberland, Wayne.  ",,,,,,,,,,,,,,,,,,,,,,
Note 19: Daviess: *Ohio; Henderson.  ,,,,,,,,,,,,,,,,,,,,,,
"Note 20: Edmonson: *Warren, Grayson, Hardin.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 21: Elliott: *Carter, Morgan, Lawrence.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 22: Estill: *Madison, Clark.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 23: Floyd: *Mason, Bourbon.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 24: Franklin: *Woodford, Jefferson, Mercer.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 25: Gallatin: *Woodford, Jefferson.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 26: Garrard: *Madison, Lincoln, Mercer.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 27: Graves: *Caldwell, Livingston.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 28: Green: *Lincoln, Nelson.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 29: Hancock: *Breckinridge, Ohio, Daviess.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 30: Harrison: *Bourbon, Woodford.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 31: Hart: *Hardin, Barren.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 32: Hickman: *Livingston, Caldwell.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 33: Jackson: *Laurel, Madison, Estill, Owsley, Rockcastle, Clay.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 34: Johnson: *Floyd, Lawrence.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 35: Knott: *Letcher, Floyd, Breathitt, Perry.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 36: Laurel: *Knox, Clay, Whitley.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 37: Lawrence: *Floyd, Greenup.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 38: Lee: *Owsley, Estill.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 39: McCreary: *Pulaski, Whitley, Wayne.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 40: McLean: *Daviess, Muhlenberg, Ohio.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 41: Magoffin: *Floyd, Morgan; Johnson.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 42: Martin: *Lawrence, Johnson, Pike.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 43: Meade: *Hardin, Breckinridge.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 44: Menifee: *Bath, Powell, Montgomery, Morgan.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 45: Metcalfe: *Barren, Adair; Monroe, Green; Cumberland.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 46: Monroe: *Barren, Cumberland.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 47: Morgan: *Floyd, Greenup, Bath.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 48: Nicholas: *Bourbon, Mason.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 49: Oldham: *Henry, Jefferson, Shelby.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 50: Owen: *Franklin, Scott, Gallatin; Harrison.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 51: Owsley: *Estill, Clay, Breathitt.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 52: Pendleton: *Woodford, Mason, Bourbon.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 53: Powell: *Montgomery, Clark, Estill.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 54: Robertson: *Nicholas, Bracken, Mason.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 55: Rockcastle: *Lincoln, Madison.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 56: Rowan: *Fleming, Morgan.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 57: Russell: *Adair, Cumberland, Wayne.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 58: Simpson: *Logan, Warren.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 59: Spencer: *Shelby, Nelson, Bullitt.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 60: Todd: *Christian, Warren.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 61: Trigg: *Christian, Caldwell.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 62: Trimble: *Oldham, Gallatin, Henry.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 63: Wayne: *Cumberland, Pulaski, Green.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 64: Webster: *Hopkins, Union, Henderson.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 65: Wolfe: *Morgan, Owsley, Powell.  ",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
POPULATION OF PARISHES -- LOUISIANA: 1810-1990,,,,,,,,,,,,,,,,,,,,,,
Parish,1990,1980,1970,1960,1950,1940,1930,1920,1910,1900,1890,1880,1870,1860,1850,1840,1830,1820,1810,Notes,,
,,,,,,,,,,,,,,,,,,,,,,
LOUISIANA,"4,219,973","4,205,900","3,641,306","3,257,022","2,683,516","2,363,880","2,101,593","1,798,509","1,656,388","1,381,625","1,118,588","939,946","726,915","708,002","517,762","352,411","215,739","153,407","76,556",See note 1,,
,,,,,,,,,,,,,,,,,,,,,,
Acadia ,"55,882","56,427","52,109","49,931","47,050","46,260","39,326","34,820","31,847","23,483","13,231",---,---,---,---,---,---,---,---,*St. Landry,,
Allen ,"21,226","21,390","20,794","19,867","18,835","17,540","15,261","18,382",---,---,---,---,---,---,---,---,---,---,---,*Calcasieu,,
Ascension ,"58,214","50,068","37,086","27,927","22,387","21,215","18,438","22,155","23,887","24,142","19,545","16,895","11,577","11,484","10,752","6,951","5,426","3,728","2,219",,,
Assumption ,"22,753","22,084","19,654","17,991","17,278","18,541","15,990","17,912","24,128","21,620","19,629","17,010","13,234","15,379","10,538","7,141","5,669","3,576","2,472",,,
Avoyelles ,"39,159","41,393","37,751","37,606","38,031","39,256","34,926","35,300","34,102","29,701","25,112","16,747","12,926","13,167","9,326","6,616","3,484","2,245","1,209",,,
Beauregard ,"30,083","29,692","22,888","19,191","17,766","14,847","14,569","20,767",---,---,---,---,---,---,---,---,---,---,---,*Calcasieu,,
Bienville ,"15,979","16,387","16,024","16,726","19,105","23,933","23,789","20,977","21,776","17,588","14,108","10,442","10,636","11,000","5,539",---,---,---,---,*Claiborne; see note 2,,
Bossier ,"86,088","80,721","64,519","57,622","40,139","33,162","28,388","22,266","21,738","24,153","20,330","16,042","12,675","11,348","6,962",---,---,---,---,*Claiborne,,
Caddo ,"248,253","252,358","230,184","223,859","176,547","150,203","124,670","83,265","58,200","44,499","31,555","26,296","21,714","12,140","8,884","5,282",---,---,---,*Natchitoches,,
Calcasieu ,"168,134","167,223","145,415","145,475","89,635","56,506","41,963","32,807","62,767","30,428","20,176","12,484","6,733","5,928","3,914","2,057",---,---,---,*St. Landry,,
Caldwell ,"9,810","10,761","9,354","9,004","10,293","12,046","10,430","9,514","8,593","6,917","5,814","5,767","4,820","4,833","2,815","2,017",---,---,---,"*Catahoula, Ouachita",,
Cameron ,"9,260","9,336","8,194","6,909","6,244","7,203","6,054","3,952","4,288","3,952","2,828","2,416","1,591",---,---,---,---,---,---,"*Calcasieu, Vermilion",,
Catahoula ,"11,065","12,287","11,769","11,421","11,834","14,618","12,451","11,074","10,415","16,351","12,002","10,277","8,475","11,651","7,132","4,955","2,581","2,287","1,164",,,
Claiborne ,"17,405","17,095","17,024","19,407","25,063","29,855","32,285","27,885","25,050","23,029","23,312","18,837","20,240","16,848","7,471","6,185","1,764",---,---,*Natchitoches,,
Concordia ,"20,828","22,981","22,578","20,467","14,398","14,562","12,778","12,466","14,278","13,559","14,871","14,914","9,977","13,805","7,758","9,414","4,662","2,626","2,895",,,
De Soto ,"25,346","25,727","22,764","24,248","24,398","31,803","31,016","29,376","27,689","25,063","19,860","15,603","14,962","13,298","8,023",---,---,---,---,"*Caddo, Natchitoches",,
East Baton Rouge ,"380,105","366,191","285,167","230,058","158,236","88,415","68,208","44,513","34,580","31,153","25,922","19,966","17,816","16,046","11,977","8,138","6,698","5,220",---,,,
East Carroll ,"9,709","11,772","12,884","14,433","16,302","19,023","15,815","11,231","11,637","11,373","12,362","12,134","10,110","18,052","8,789","4,237",---,---,---,*Ouachita; 1840-70: Carroll,,
East Feliciana ,"19,211","19,015","17,657","20,198","19,133","18,039","17,449","17,487","20,055","20,443","17,903","15,132","13,499","14,697","13,598","11,893","8,247","12,732",---,1820: Feliciana,,
Evangeline ,"33,274","33,343","31,932","31,639","31,629","30,497","25,483","23,485",---,---,---,---,---,---,---,---,---,---,---,*St. Landry,,
Franklin ,"22,387","24,141","23,946","26,088","29,376","32,382","30,530","24,100","11,989","8,890","6,900","6,495","5,078","6,162","3,251",---,---,---,---,"Catahoula, Madison, Ouachita",,
Grant ,"17,526","16,703","13,671","13,330","14,263","15,933","15,709","14,403","15,958","12,902","8,270","6,188","4,517",---,---,---,---,---,---,"*Rapides, Winn",,
Iberia ,"68,297","63,752","57,397","51,657","40,059","37,183","28,192","26,855","31,262","29,015","20,997","16,676","9,042",---,---,---,---,---,---,"*St. Martin, St. Mary",,
Iberville ,"31,049","32,159","30,746","29,939","26,750","27,721","24,638","26,806","30,954","27,006","21,848","17,544","12,347","14,661","12,278","8,495","7,049","4,414","2,679",,,
Jackson ,"15,705","17,321","15,963","15,828","15,434","17,807","13,808","14,486","13,818","9,119","7,453","5,328","7,646","9,465","5,566",---,---,---,---,"*Ouachita, Union, Claiborne",,
Jefferson ,"448,306","454,592","337,568","208,769","103,873","50,427","40,032","21,563","18,247","15,321","13,221","12,166","17,767","15,372","25,093","10,470","6,846",---,---,*Orleans,,
Jefferson Davis ,"30,722","32,168","29,554","29,825","26,298","24,191","19,765","18,999",---,---,---,---,---,---,---,---,---,---,---,*Calcasieu,,
Lafayette ,"164,762","150,017","109,716","84,656","57,743","43,941","38,827","30,841","28,733","22,825","15,966","13,235","10,388","9,003","6,720","7,841","5,653",---,---,*St. Martin,,
Lafourche ,"85,860","82,483","68,941","55,381","42,209","38,615","32,419","30,344","33,111","28,882","22,095","19,113","14,719","14,044","9,532","7,303","5,503","3,755","1,995",1810-50: Lafourche Interior,,
La Salle ,"13,662","17,004","13,295","13,011","12,717","10,959","11,668","9,856","9,402",---,---,---,---,---,---,---,---,---,---,*Catahoula,,
Lincoln ,"41,745","39,763","33,800","28,535","25,782","24,790","22,822","16,962","18,485","15,898","14,753","11,075",---,---,---,---,---,---,---,"*Jackson, Union, Claiborne, Bienville",,
Livingston ,"70,526","58,806","36,511","26,974","20,054","17,790","18,206","11,643","10,627","8,100","5,769","5,258","4,026","4,431","3,385","2,315",---,---,---,*St. Helena,,
Madison ,"12,463","15,975","15,065","16,444","17,451","18,443","14,829","10,829","10,676","12,322","14,135","13,906","8,600","14,133","8,773","5,142",---,---,---,"*Concordia, Ouachita",,
Morehouse ,"31,938","34,803","32,463","33,709","32,038","27,571","23,689","19,311","18,786","16,634","16,786","14,206","9,387","10,357","3,913",---,---,---,---,"*Ouachita, Carroll (East Carroll)",,
Natchitoches ,"36,689","39,863","35,219","35,653","38,144","40,997","38,477","38,602","36,455","33,216","25,836","19,707","18,265","16,699","14,228","14,350","7,905","7,486","2,870",,,
Orleans ,"496,938","557,515","593,471","627,525","570,445","494,537","458,762","387,219","339,075","287,104","242,039","216,090","191,418","174,491","119,460","102,193","49,826","41,351","24,552",1810: New Orleans,,
Ouachita ,"142,191","139,241","115,387","101,663","74,713","59,168","54,337","30,319","25,830","20,947","17,985","14,685","11,582","4,727","5,008","4,640","5,140","2,896","1,077",Also spelled Washita,,
Plaquemines ,"25,575","26,049","25,225","22,545","14,239","12,318","9,608","10,194","12,524","13,039","12,541","11,575","10,552","8,494","7,390","5,060","4,489","2,354","1,549",,,
Pointe Coupee ,"22,540","24,045","22,002","22,488","21,841","24,004","21,007","24,697","25,289","25,777","19,613","17,785","12,981","17,718","11,339","7,898","5,936","4,912","4,539",,,
Rapides ,"131,556","135,282","118,078","111,351","90,648","73,370","65,455","59,444","44,545","39,578","27,642","23,563","18,015","25,360","16,561","14,132","7,575","6,065","2,200",,,
Red River ,"9,387","10,433","9,226","9,978","12,113","15,881","16,078","15,301","11,402","11,548","11,318","8,573",---,---,---,---,---,---,---,See note 3,,
Richland ,"20,629","22,187","21,774","23,824","26,672","28,829","26,374","20,860","15,769","11,116","10,230","8,440","5,110",---,---,---,---,---,---,See note 4,,
Sabine ,"22,646","25,280","18,638","18,564","20,880","23,586","24,110","20,713","19,874","15,421","9,390","7,344","6,456","5,828","4,515",---,---,---,---,Natchitoches; Caddo,,
